tweet_id,date,zip_code,borough,sentiment,topic,is_food_desert_zip,mentions_mamdani,likes,retweets
3070,2025-03-02,10471,Bronx,positive,economics,False,True,21,5
3071,2025-03-02,10006,Manhattan,positive,affordability,False,False,16,4
3072,2025-03-02,11220,Brooklyn,neutral,food_deserts,False,True,25,3
3073,2025-03-02,11434,Queens,neutral,city_groceries,False,True,25,5
3074,2025-03-02,11238,Brooklyn,positive,economics,False,True,21,5
3075,2025-03-02,10312,Staten Island,positive,economics,False,False,20,4
3076,2025-03-02,11435,Queens,positive,city_groceries,False,True,17,4
3077,2025-03-02,10282,Manhattan,neutral,food_deserts,False,True,20,4
3078,2025-03-02,10023,Manhattan,positive,food_deserts,False,True,23,11
3079,2025-03-02,11436,Queens,neutral,city_groceries,False,True,24,13
3080,2025-03-02,11354,Queens,positive,city_groceries,False,True,22,5
3081,2025-03-02,10314,Staten Island,positive,food_deserts,False,True,24,4
3082,2025-03-02,11229,Brooklyn,positive,food_deserts,False,True,20,4
3083,2025-03-02,11356,Queens,neutral,food_deserts,False,True,16,4
3084,2025-03-02,10018,Manhattan,positive,city_groceries,False,True,18,4
3085,2025-03-02,11374,Queens,negative,city_groceries,False,True,27,2
3086,2025-03-02,11379,Queens,neutral,affordability,False,False,11,3
3087,2025-03-02,10463,Bronx,positive,food_deserts,False,True,12,1
3088,2025-03-02,11106,Queens,negative,affordability,False,True,17,7
3089,2025-03-02,10026,Manhattan,positive,other,False,True,28,4
3090,2025-03-02,11436,Queens,negative,city_groceries,False,True,16,5
3091,2025-03-02,11374,Queens,neutral,other,False,True,20,7
3092,2025-03-02,10035,Manhattan,neutral,affordability,False,True,25,3
3093,2025-03-02,11212,Brooklyn,positive,city_groceries,False,True,19,5
3094,2025-03-02,10309,Staten Island,positive,affordability,False,True,16,4
3095,2025-03-02,10002,Manhattan,neutral,affordability,False,True,24,1
3096,2025-03-02,10005,Manhattan,negative,affordability,False,True,13,7
3097,2025-03-02,10005,Manhattan,positive,affordability,False,True,20,5
3098,2025-03-02,10465,Bronx,negative,economics,False,True,16,3
3099,2025-03-02,10307,Staten Island,positive,economics,False,True,17,3
3100,2025-03-02,11224,Brooklyn,positive,affordability,False,True,20,2
3101,2025-03-02,10451,Bronx,neutral,food_deserts,False,False,26,8
3102,2025-03-02,10118,Manhattan,positive,other,True,True,26,7
3103,2025-03-02,10464,Bronx,neutral,city_groceries,False,True,14,5
3104,2025-03-02,10309,Staten Island,negative,food_deserts,False,True,17,3
3105,2025-03-03,11201,Brooklyn,positive,economics,False,True,19,4
3106,2025-03-03,11231,Brooklyn,neutral,city_groceries,False,True,17,3
3107,2025-03-03,10302,Staten Island,neutral,food_deserts,False,True,18,0
3108,2025-03-03,10465,Bronx,positive,city_groceries,False,False,24,5
3109,2025-03-03,10004,Manhattan,positive,economics,False,True,20,8
3110,2025-03-03,10304,Staten Island,positive,economics,False,True,18,4
3111,2025-03-03,10037,Manhattan,positive,food_deserts,False,False,22,4
3112,2025-03-03,11215,Brooklyn,neutral,affordability,False,False,25,2
3113,2025-03-03,11223,Brooklyn,negative,food_deserts,False,True,26,4
3114,2025-03-03,10467,Bronx,neutral,city_groceries,False,True,13,3
3115,2025-03-03,10453,Bronx,negative,affordability,False,True,19,8
3116,2025-03-03,11367,Queens,positive,food_deserts,False,False,15,3
3117,2025-03-03,10004,Manhattan,neutral,food_deserts,False,False,14,5
3118,2025-03-03,10037,Manhattan,positive,city_groceries,False,False,22,4
3119,2025-03-03,11435,Queens,neutral,city_groceries,False,True,26,6
3120,2025-03-03,11413,Queens,positive,city_groceries,False,True,23,7
3121,2025-03-03,10128,Manhattan,neutral,food_deserts,False,False,16,10
3122,2025-03-03,10308,Staten Island,positive,economics,False,True,13,3
3123,2025-03-03,10118,Manhattan,positive,economics,True,False,17,3
3124,2025-03-03,11233,Brooklyn,negative,economics,False,True,25,7
3125,2025-03-03,11215,Brooklyn,positive,city_groceries,False,True,17,5
3126,2025-03-03,11213,Brooklyn,neutral,affordability,False,False,20,4
3127,2025-03-03,11215,Brooklyn,negative,economics,False,True,19,8
3128,2025-03-03,10471,Bronx,positive,affordability,False,True,13,9
3129,2025-03-03,10004,Manhattan,neutral,food_deserts,False,True,20,4
3130,2025-03-03,10306,Staten Island,positive,city_groceries,False,True,21,2
3131,2025-03-03,10282,Manhattan,neutral,economics,False,True,26,8
3132,2025-03-03,10118,Manhattan,neutral,food_deserts,True,False,18,8
3133,2025-03-03,11219,Brooklyn,positive,economics,False,True,24,4
3134,2025-03-03,10065,Manhattan,neutral,city_groceries,False,True,20,5
3135,2025-03-03,10023,Manhattan,neutral,city_groceries,False,False,24,2
3136,2025-03-03,11201,Brooklyn,neutral,city_groceries,False,True,19,7
3137,2025-03-03,11236,Brooklyn,positive,food_deserts,False,True,13,3
3138,2025-03-03,10457,Bronx,negative,affordability,False,False,18,4
3139,2025-03-03,11368,Queens,negative,city_groceries,False,True,17,2
3140,2025-03-03,11426,Queens,positive,food_deserts,False,True,21,5
3141,2025-03-03,11104,Queens,neutral,affordability,False,True,18,9
3142,2025-03-03,10027,Manhattan,positive,economics,False,True,18,5
3143,2025-03-03,10303,Staten Island,neutral,food_deserts,False,True,22,4
3144,2025-03-03,11228,Brooklyn,negative,affordability,False,True,25,6
3145,2025-03-03,11420,Queens,neutral,city_groceries,False,True,19,3
3146,2025-03-03,11005,Queens,positive,affordability,False,False,23,3
3147,2025-03-03,11104,Queens,positive,food_deserts,False,False,15,6
3148,2025-03-03,10452,Bronx,positive,city_groceries,False,True,20,5
3149,2025-03-03,10007,Manhattan,negative,food_deserts,False,False,24,6
3150,2025-03-03,10007,Manhattan,positive,economics,False,True,18,10
3151,2025-03-03,11363,Queens,neutral,affordability,False,True,21,4
3152,2025-03-03,11415,Queens,neutral,food_deserts,False,True,17,2
3153,2025-03-03,11433,Queens,neutral,city_groceries,False,True,28,4
3154,2025-03-03,11214,Brooklyn,positive,city_groceries,False,False,20,5
3155,2025-03-03,11230,Brooklyn,positive,food_deserts,False,True,21,5
3156,2025-03-03,10027,Manhattan,positive,affordability,False,True,17,4
3157,2025-03-03,11237,Brooklyn,positive,city_groceries,False,True,22,7
3158,2025-03-04,11102,Queens,positive,other,False,True,20,4
3159,2025-03-04,10462,Bronx,neutral,affordability,False,False,20,2
3160,2025-03-04,10469,Bronx,negative,affordability,False,True,15,7
3161,2025-03-04,11225,Brooklyn,neutral,city_groceries,False,False,22,6
3162,2025-03-04,11692,Queens,positive,affordability,False,False,19,6
3163,2025-03-04,10014,Manhattan,positive,affordability,False,False,17,9
3164,2025-03-04,11427,Queens,positive,food_deserts,False,True,20,8
3165,2025-03-04,11423,Queens,neutral,city_groceries,False,True,12,3
3166,2025-03-04,11355,Queens,positive,city_groceries,False,True,14,7
3167,2025-03-04,10004,Manhattan,positive,affordability,False,True,18,6
3168,2025-03-04,10280,Manhattan,negative,affordability,False,True,16,5
3169,2025-03-04,11429,Queens,neutral,food_deserts,False,True,22,2
3170,2025-03-04,11106,Queens,positive,city_groceries,False,True,20,5
3171,2025-03-04,10041,Manhattan,positive,city_groceries,True,True,18,9
3172,2025-03-04,11219,Brooklyn,neutral,city_groceries,False,True,13,5
3173,2025-03-04,11427,Queens,positive,city_groceries,False,True,16,5
3174,2025-03-04,11368,Queens,positive,city_groceries,False,False,25,3
3175,2025-03-04,10041,Manhattan,positive,affordability,True,False,20,4
3176,2025-03-04,10307,Staten Island,positive,affordability,False,False,16,6
3177,2025-03-04,11354,Queens,neutral,food_deserts,False,False,24,5
3178,2025-03-04,11249,Brooklyn,neutral,food_deserts,False,False,20,8
3179,2025-03-04,10037,Manhattan,neutral,economics,False,True,22,5
3180,2025-03-04,10024,Manhattan,neutral,food_deserts,False,True,30,5
3181,2025-03-04,11225,Brooklyn,positive,affordability,False,False,22,4
3182,2025-03-04,11224,Brooklyn,neutral,city_groceries,False,True,19,5
3183,2025-03-04,11432,Queens,positive,food_deserts,False,False,20,5
3184,2025-03-04,10309,Staten Island,negative,affordability,False,True,19,3
3185,2025-03-04,10279,Manhattan,neutral,economics,False,True,23,7
3186,2025-03-04,11225,Brooklyn,positive,economics,False,True,21,6
3187,2025-03-04,10013,Manhattan,positive,city_groceries,False,False,26,5
3188,2025-03-04,10461,Bronx,positive,economics,False,True,20,7
3189,2025-03-04,11234,Brooklyn,positive,food_deserts,False,True,14,2
3190,2025-03-04,11233,Brooklyn,negative,affordability,False,True,17,5
3191,2025-03-04,10462,Bronx,positive,food_deserts,False,True,17,2
3192,2025-03-04,10306,Staten Island,positive,food_deserts,False,True,21,5
3193,2025-03-04,11215,Brooklyn,positive,city_groceries,False,True,14,8
3194,2025-03-04,10457,Bronx,neutral,city_groceries,False,False,18,7
3195,2025-03-04,11378,Queens,positive,affordability,False,True,19,10
3196,2025-03-04,11421,Queens,positive,affordability,False,False,18,6
3197,2025-03-04,10004,Manhattan,positive,food_deserts,False,True,19,3
3198,2025-03-04,11215,Brooklyn,positive,city_groceries,False,False,21,6
3199,2025-03-04,11366,Queens,negative,economics,False,True,11,3
3200,2025-03-04,11237,Brooklyn,positive,city_groceries,False,False,15,6
3201,2025-03-04,11355,Queens,negative,affordability,False,True,18,10
3202,2025-03-04,11370,Queens,neutral,economics,False,True,24,11
3203,2025-03-04,11697,Queens,positive,economics,False,True,28,4
3204,2025-03-04,10470,Bronx,negative,economics,False,True,24,3
3205,2025-03-04,10460,Bronx,neutral,affordability,False,True,16,5
3206,2025-03-04,11221,Brooklyn,negative,city_groceries,False,True,17,5
3207,2025-03-04,11435,Queens,negative,affordability,False,True,22,6
3208,2025-03-04,10005,Manhattan,negative,affordability,False,False,16,2
3209,2025-03-04,10306,Staten Island,negative,food_deserts,False,True,19,6
3210,2025-03-04,10308,Staten Island,positive,economics,False,False,21,4
3211,2025-03-04,10006,Manhattan,negative,economics,False,True,31,4
3212,2025-03-05,11224,Brooklyn,neutral,food_deserts,False,False,25,3
3213,2025-03-05,11209,Brooklyn,positive,affordability,False,True,23,4
3214,2025-03-05,11373,Queens,negative,city_groceries,False,True,23,2
3215,2025-03-05,11365,Queens,negative,food_deserts,False,True,17,2
3216,2025-03-05,11205,Brooklyn,positive,city_groceries,False,False,12,3
3217,2025-03-05,10128,Manhattan,positive,city_groceries,False,True,16,9
3218,2025-03-05,11101,Queens,negative,food_deserts,False,True,25,1
3219,2025-03-05,10041,Manhattan,positive,affordability,True,False,18,7
3220,2025-03-05,10468,Bronx,negative,food_deserts,False,False,23,3
3221,2025-03-05,10038,Manhattan,neutral,city_groceries,False,True,17,4
3222,2025-03-05,10020,Manhattan,neutral,city_groceries,False,True,19,6
3223,2025-03-05,10014,Manhattan,neutral,food_deserts,False,True,22,4
3224,2025-03-05,11428,Queens,negative,food_deserts,False,True,17,6
3225,2025-03-05,10039,Manhattan,positive,city_groceries,False,True,18,5
3226,2025-03-05,10303,Staten Island,positive,economics,False,True,22,4
3227,2025-03-05,10459,Bronx,negative,other,False,True,24,3
3228,2025-03-05,11229,Brooklyn,neutral,affordability,False,False,18,7
3229,2025-03-05,11416,Queens,neutral,city_groceries,False,True,18,4
3230,2025-03-05,11209,Brooklyn,neutral,affordability,False,True,22,7
3231,2025-03-05,10023,Manhattan,neutral,affordability,False,True,20,8
3232,2025-03-05,11212,Brooklyn,neutral,economics,False,False,20,7
3233,2025-03-05,10013,Manhattan,positive,city_groceries,False,True,16,3
3234,2025-03-05,11236,Brooklyn,positive,food_deserts,False,True,18,6
3235,2025-03-05,10305,Staten Island,negative,economics,False,True,25,9
3236,2025-03-05,11365,Queens,neutral,food_deserts,False,False,20,4
3237,2025-03-05,11378,Queens,positive,city_groceries,False,True,18,4
3238,2025-03-05,11239,Brooklyn,negative,city_groceries,False,True,15,2
3239,2025-03-05,11230,Brooklyn,neutral,other,False,True,15,6
3240,2025-03-05,11238,Brooklyn,positive,food_deserts,False,False,26,6
3241,2025-03-05,10075,Manhattan,positive,city_groceries,False,True,25,3
3242,2025-03-05,11358,Queens,neutral,city_groceries,False,True,19,5
3243,2025-03-05,11419,Queens,positive,city_groceries,False,False,24,5
3244,2025-03-05,10282,Manhattan,positive,food_deserts,False,False,21,2
3245,2025-03-05,10471,Bronx,neutral,city_groceries,False,True,21,3
3246,2025-03-05,10309,Staten Island,positive,city_groceries,False,True,20,10
3247,2025-03-05,11228,Brooklyn,neutral,city_groceries,False,True,20,4
3248,2025-03-05,10065,Manhattan,positive,economics,False,True,18,2
3249,2025-03-05,11239,Brooklyn,neutral,food_deserts,False,True,22,6
3250,2025-03-05,11356,Queens,neutral,food_deserts,False,True,27,8
3251,2025-03-05,10001,Manhattan,neutral,city_groceries,False,True,22,4
3252,2025-03-05,11225,Brooklyn,neutral,food_deserts,False,False,25,11
3253,2025-03-05,10004,Manhattan,negative,affordability,False,True,19,8
3254,2025-03-05,10310,Staten Island,negative,food_deserts,False,True,22,5
3255,2025-03-05,10451,Bronx,positive,food_deserts,False,False,17,3
3256,2025-03-05,10038,Manhattan,positive,economics,False,True,22,3
3257,2025-03-05,11375,Queens,neutral,city_groceries,False,True,15,4
3258,2025-03-05,10452,Bronx,positive,food_deserts,False,False,11,4
3259,2025-03-05,11239,Brooklyn,positive,city_groceries,False,True,19,3
3260,2025-03-05,11419,Queens,positive,affordability,False,True,22,7
3261,2025-03-05,11358,Queens,positive,city_groceries,False,False,23,4
3262,2025-03-05,10471,Bronx,positive,city_groceries,False,True,18,9
3263,2025-03-05,10281,Manhattan,negative,city_groceries,True,True,20,5
3264,2025-03-05,11211,Brooklyn,neutral,food_deserts,False,True,20,5
3265,2025-03-05,10302,Staten Island,positive,city_groceries,False,True,20,5
3266,2025-03-06,10120,Manhattan,positive,food_deserts,True,True,29,6
3267,2025-03-06,11373,Queens,positive,food_deserts,False,True,10,5
3268,2025-03-06,10282,Manhattan,neutral,city_groceries,False,False,18,6
3269,2025-03-06,11219,Brooklyn,negative,affordability,False,True,17,2
3270,2025-03-06,11101,Queens,neutral,economics,False,True,19,8
3271,2025-03-06,11411,Queens,positive,economics,False,True,17,6
3272,2025-03-06,10465,Bronx,positive,food_deserts,False,True,22,2
3273,2025-03-06,11225,Brooklyn,neutral,city_groceries,False,False,19,4
3274,2025-03-06,10280,Manhattan,negative,economics,False,True,18,9
3275,2025-03-06,10455,Bronx,positive,other,False,True,22,4
3276,2025-03-06,11413,Queens,neutral,food_deserts,False,True,17,5
3277,2025-03-06,10460,Bronx,positive,food_deserts,False,True,24,1
3278,2025-03-06,10065,Manhattan,neutral,affordability,False,True,20,2
3279,2025-03-06,10038,Manhattan,positive,city_groceries,False,True,27,5
3280,2025-03-06,11224,Brooklyn,positive,city_groceries,False,True,22,4
3281,2025-03-06,11361,Queens,positive,city_groceries,False,False,27,4
3282,2025-03-06,10460,Bronx,neutral,affordability,False,True,18,2
3283,2025-03-06,11691,Queens,positive,food_deserts,False,False,13,5
3284,2025-03-06,10302,Staten Island,neutral,economics,False,True,18,4
3285,2025-03-06,10451,Bronx,neutral,food_deserts,False,True,17,4
3286,2025-03-06,10308,Staten Island,positive,food_deserts,False,True,19,6
3287,2025-03-06,10467,Bronx,positive,city_groceries,False,False,21,5
3288,2025-03-06,11692,Queens,positive,food_deserts,False,True,18,5
3289,2025-03-06,11373,Queens,neutral,other,False,False,15,4
3290,2025-03-06,10314,Staten Island,negative,economics,False,True,19,4
3291,2025-03-06,11422,Queens,positive,food_deserts,False,True,12,3
3292,2025-03-06,11426,Queens,positive,food_deserts,False,True,17,0
3293,2025-03-06,11220,Brooklyn,positive,city_groceries,False,True,18,4
3294,2025-03-06,11203,Brooklyn,negative,affordability,False,True,19,5
3295,2025-03-06,11430,Queens,positive,city_groceries,False,True,23,3
3296,2025-03-06,10453,Bronx,positive,city_groceries,False,False,20,9
3297,2025-03-06,10011,Manhattan,negative,food_deserts,False,True,16,3
3298,2025-03-06,10065,Manhattan,positive,city_groceries,False,True,16,6
3299,2025-03-06,11236,Brooklyn,positive,economics,False,False,13,6
3300,2025-03-06,11413,Queens,negative,city_groceries,False,False,19,8
3301,2025-03-06,10468,Bronx,positive,affordability,False,True,15,8
3302,2025-03-06,11201,Brooklyn,positive,city_groceries,False,False,21,7
3303,2025-03-06,11102,Queens,positive,food_deserts,False,True,24,4
3304,2025-03-06,10016,Manhattan,negative,economics,False,True,22,6
3305,2025-03-06,11357,Queens,positive,affordability,False,False,26,2
3306,2025-03-06,11206,Brooklyn,positive,city_groceries,False,False,21,2
3307,2025-03-06,10304,Staten Island,neutral,economics,False,False,20,8
3308,2025-03-06,11415,Queens,positive,affordability,False,False,14,8
3309,2025-03-06,10027,Manhattan,negative,food_deserts,False,True,17,5
3310,2025-03-06,10119,Manhattan,negative,city_groceries,False,True,19,2
3311,2025-03-06,10471,Bronx,negative,city_groceries,False,True,8,2
3312,2025-03-06,11203,Brooklyn,positive,city_groceries,False,False,16,7
3313,2025-03-06,10314,Staten Island,negative,other,False,True,13,3
3314,2025-03-06,10022,Manhattan,negative,food_deserts,False,True,25,9
3315,2025-03-06,11363,Queens,positive,food_deserts,False,True,17,9
3316,2025-03-06,10014,Manhattan,positive,city_groceries,False,False,22,5
3317,2025-03-06,11412,Queens,positive,food_deserts,False,False,27,4
3318,2025-03-06,11361,Queens,positive,city_groceries,False,True,14,7
3319,2025-03-06,11433,Queens,neutral,city_groceries,False,False,19,5
3320,2025-03-07,11415,Queens,positive,affordability,False,True,23,4
3321,2025-03-07,11369,Queens,positive,affordability,False,False,25,8
3322,2025-03-07,10474,Bronx,positive,food_deserts,False,False,15,4
3323,2025-03-07,10028,Manhattan,positive,city_groceries,False,False,23,6
3324,2025-03-07,10455,Bronx,positive,food_deserts,False,False,14,4
3325,2025-03-07,10454,Bronx,neutral,city_groceries,False,True,23,12
3326,2025-03-07,10120,Manhattan,positive,affordability,True,False,18,7
3327,2025-03-07,10033,Manhattan,negative,economics,False,False,24,9
3328,2025-03-07,10310,Staten Island,positive,food_deserts,False,True,18,8
3329,2025-03-07,11220,Brooklyn,negative,affordability,False,True,16,3
3330,2025-03-07,11367,Queens,positive,city_groceries,False,True,17,5
3331,2025-03-07,10023,Manhattan,neutral,economics,False,True,17,5
3332,2025-03-07,11412,Queens,negative,city_groceries,False,False,19,5
3333,2025-03-07,10038,Manhattan,positive,food_deserts,False,True,12,8
3334,2025-03-07,11691,Queens,positive,city_groceries,False,False,16,3
3335,2025-03-07,11229,Brooklyn,neutral,city_groceries,False,True,19,7
3336,2025-03-07,10031,Manhattan,positive,city_groceries,False,True,16,4
3337,2025-03-07,10451,Bronx,positive,affordability,False,False,28,5
3338,2025-03-07,11225,Brooklyn,positive,city_groceries,False,True,18,3
3339,2025-03-07,11378,Queens,positive,affordability,False,False,23,7
3340,2025-03-07,11366,Queens,negative,affordability,False,True,21,5
3341,2025-03-07,11215,Brooklyn,neutral,food_deserts,False,True,21,3
3342,2025-03-07,11210,Brooklyn,positive,food_deserts,False,True,17,2
3343,2025-03-07,10014,Manhattan,negative,economics,False,False,16,4
3344,2025-03-07,10467,Bronx,positive,affordability,False,True,17,3
3345,2025-03-07,10468,Bronx,positive,city_groceries,False,True,15,8
3346,2025-03-07,10285,Manhattan,positive,economics,True,True,21,6
3347,2025-03-07,10003,Manhattan,positive,city_groceries,False,True,14,8
3348,2025-03-07,11420,Queens,negative,affordability,False,False,10,6
3349,2025-03-07,10026,Manhattan,negative,food_deserts,False,False,24,5
3350,2025-03-07,11430,Queens,neutral,economics,False,False,21,10
3351,2025-03-07,11369,Queens,positive,food_deserts,False,False,24,5
3352,2025-03-07,11372,Queens,neutral,city_groceries,False,False,20,0
3353,2025-03-07,11697,Queens,positive,city_groceries,False,True,19,3
3354,2025-03-07,11694,Queens,neutral,food_deserts,False,True,17,5
3355,2025-03-07,11231,Brooklyn,positive,city_groceries,False,True,24,5
3356,2025-03-07,11367,Queens,positive,city_groceries,False,False,15,4
3357,2025-03-07,11221,Brooklyn,negative,food_deserts,False,False,16,6
3358,2025-03-07,10014,Manhattan,neutral,city_groceries,False,False,15,10
3359,2025-03-07,11434,Queens,neutral,other,False,False,27,2
3360,2025-03-07,11205,Brooklyn,positive,economics,False,True,19,7
3361,2025-03-07,11222,Brooklyn,positive,economics,False,True,14,2
3362,2025-03-07,10005,Manhattan,positive,city_groceries,False,True,21,5
3363,2025-03-07,11216,Brooklyn,positive,affordability,False,False,16,5
3364,2025-03-07,10026,Manhattan,positive,food_deserts,False,True,11,6
3365,2025-03-07,11228,Brooklyn,positive,food_deserts,False,True,22,3
3366,2025-03-07,10118,Manhattan,positive,city_groceries,True,False,20,8
3367,2025-03-07,10303,Staten Island,neutral,affordability,False,False,15,10
3368,2025-03-07,11373,Queens,neutral,other,False,True,13,4
3369,2025-03-07,10462,Bronx,neutral,food_deserts,False,True,15,9
3370,2025-03-07,10451,Bronx,negative,food_deserts,False,True,19,6
3371,2025-03-07,11432,Queens,positive,city_groceries,False,False,21,3
3372,2025-03-07,10304,Staten Island,negative,city_groceries,False,True,18,8
3373,2025-03-07,10044,Manhattan,positive,city_groceries,False,False,17,2
3374,2025-03-08,10464,Bronx,positive,city_groceries,False,True,23,9
3375,2025-03-08,11379,Queens,negative,city_groceries,False,True,18,4
3376,2025-03-08,10012,Manhattan,positive,food_deserts,False,True,20,6
3377,2025-03-08,11422,Queens,positive,city_groceries,False,True,15,5
3378,2025-03-08,11238,Brooklyn,positive,food_deserts,False,True,23,5
3379,2025-03-08,11221,Brooklyn,neutral,affordability,False,True,28,4
3380,2025-03-08,10306,Staten Island,positive,food_deserts,False,False,21,5
3381,2025-03-08,11428,Queens,negative,city_groceries,False,True,14,5
3382,2025-03-08,10280,Manhattan,neutral,food_deserts,False,False,18,5
3383,2025-03-08,11209,Brooklyn,positive,economics,False,True,22,6
3384,2025-03-08,11354,Queens,neutral,city_groceries,False,False,26,4
3385,2025-03-08,10028,Manhattan,neutral,affordability,False,True,22,3
3386,2025-03-08,10454,Bronx,positive,food_deserts,False,False,18,7
3387,2025-03-08,10305,Staten Island,positive,city_groceries,False,False,18,10
3388,2025-03-08,11004,Queens,negative,affordability,False,True,18,8
3389,2025-03-08,11239,Brooklyn,negative,city_groceries,False,True,23,5
3390,2025-03-08,11430,Queens,positive,city_groceries,False,True,20,6
3391,2025-03-08,10027,Manhattan,neutral,affordability,False,False,20,11
3392,2025-03-08,11694,Queens,neutral,food_deserts,False,False,10,6
3393,2025-03-08,10027,Manhattan,negative,affordability,False,True,18,5
3394,2025-03-08,11419,Queens,negative,city_groceries,False,True,22,3
3395,2025-03-08,11378,Queens,positive,city_groceries,False,True,18,3
3396,2025-03-08,11357,Queens,positive,food_deserts,False,True,9,2
3397,2025-03-08,11360,Queens,positive,food_deserts,False,False,21,3
3398,2025-03-08,11233,Brooklyn,neutral,food_deserts,False,True,11,3
3399,2025-03-08,10462,Bronx,negative,economics,False,False,20,4
3400,2025-03-08,11373,Queens,positive,city_groceries,False,True,21,5
3401,2025-03-08,11210,Brooklyn,positive,affordability,False,True,14,12
3402,2025-03-08,11421,Queens,negative,food_deserts,False,True,17,9
3403,2025-03-08,10119,Manhattan,positive,affordability,False,True,17,8
3404,2025-03-08,11415,Queens,positive,affordability,False,True,16,2
3405,2025-03-08,10044,Manhattan,positive,food_deserts,False,True,19,5
3406,2025-03-08,10279,Manhattan,positive,economics,False,True,22,5
3407,2025-03-08,11236,Brooklyn,positive,food_deserts,False,False,19,8
3408,2025-03-08,11379,Queens,positive,economics,False,False,15,5
3409,2025-03-08,11417,Queens,negative,other,False,False,18,7
3410,2025-03-08,11415,Queens,positive,city_groceries,False,True,18,0
3411,2025-03-08,11218,Brooklyn,neutral,affordability,False,False,20,6
3412,2025-03-08,10007,Manhattan,positive,food_deserts,False,True,20,6
3413,2025-03-08,10112,Manhattan,positive,economics,False,False,18,4
3414,2025-03-08,11228,Brooklyn,neutral,affordability,False,False,19,5
3415,2025-03-08,11354,Queens,neutral,economics,False,True,20,3
3416,2025-03-08,10027,Manhattan,positive,other,False,False,14,8
3417,2025-03-08,11237,Brooklyn,neutral,food_deserts,False,True,25,5
3418,2025-03-08,10112,Manhattan,neutral,city_groceries,False,False,17,3
3419,2025-03-08,10301,Staten Island,neutral,city_groceries,False,True,21,9
3420,2025-03-08,10006,Manhattan,neutral,city_groceries,False,False,16,9
3421,2025-03-08,10009,Manhattan,negative,food_deserts,False,True,14,3
3422,2025-03-08,11210,Brooklyn,negative,food_deserts,False,True,24,4
3423,2025-03-08,11418,Queens,negative,affordability,False,False,24,1
3424,2025-03-08,11697,Queens,positive,food_deserts,False,True,19,6
3425,2025-03-08,11355,Queens,negative,city_groceries,False,False,20,3
3426,2025-03-08,10465,Bronx,positive,affordability,False,True,29,5
3427,2025-03-08,11005,Queens,positive,city_groceries,False,True,28,5
3428,2025-03-09,11213,Brooklyn,positive,economics,False,True,19,1
3429,2025-03-09,11691,Queens,negative,city_groceries,False,True,22,5
3430,2025-03-09,10310,Staten Island,negative,food_deserts,False,True,21,3
3431,2025-03-09,10456,Bronx,negative,food_deserts,False,False,21,3
3432,2025-03-09,11367,Queens,positive,economics,False,True,20,7
3433,2025-03-09,11210,Brooklyn,negative,affordability,False,True,26,5
3434,2025-03-09,10459,Bronx,negative,food_deserts,False,False,21,11
3435,2025-03-09,11368,Queens,positive,economics,False,True,21,4
3436,2025-03-09,10452,Bronx,negative,city_groceries,False,True,17,4
3437,2025-03-09,10003,Manhattan,positive,affordability,False,True,17,4
3438,2025-03-09,10044,Manhattan,positive,food_deserts,False,True,19,5
3439,2025-03-09,11354,Queens,neutral,city_groceries,False,False,17,6
3440,2025-03-09,10470,Bronx,positive,city_groceries,False,True,23,5
3441,2025-03-09,10031,Manhattan,positive,city_groceries,False,False,17,3
3442,2025-03-09,11429,Queens,positive,economics,False,False,12,3
3443,2025-03-09,11225,Brooklyn,neutral,affordability,False,False,26,3
3444,2025-03-09,10458,Bronx,positive,city_groceries,False,True,20,6
3445,2025-03-09,10011,Manhattan,neutral,food_deserts,False,False,22,7
3446,2025-03-09,11357,Queens,positive,city_groceries,False,True,15,6
3447,2025-03-09,10028,Manhattan,negative,affordability,False,True,15,4
3448,2025-03-09,11433,Queens,neutral,city_groceries,False,True,17,6
3449,2025-03-09,11374,Queens,positive,food_deserts,False,False,18,4
3450,2025-03-09,10303,Staten Island,positive,city_groceries,False,True,14,2
3451,2025-03-09,11379,Queens,negative,city_groceries,False,True,23,2
3452,2025-03-09,11354,Queens,positive,city_groceries,False,False,17,4
3453,2025-03-09,11201,Brooklyn,neutral,food_deserts,False,True,16,4
3454,2025-03-09,11101,Queens,neutral,food_deserts,False,True,21,2
3455,2025-03-09,11208,Brooklyn,positive,affordability,False,True,10,3
3456,2025-03-09,11203,Brooklyn,negative,city_groceries,False,True,13,2
3457,2025-03-09,11213,Brooklyn,neutral,affordability,False,False,16,5
3458,2025-03-09,11103,Queens,negative,food_deserts,False,False,22,5
3459,2025-03-09,10465,Bronx,positive,affordability,False,True,22,4
3460,2025-03-09,11436,Queens,positive,economics,False,True,23,3
3461,2025-03-09,11362,Queens,positive,economics,False,True,18,7
3462,2025-03-09,10013,Manhattan,negative,city_groceries,False,False,20,0
3463,2025-03-09,11102,Queens,neutral,city_groceries,False,True,14,5
3464,2025-03-09,11215,Brooklyn,positive,city_groceries,False,True,28,7
3465,2025-03-09,10006,Manhattan,negative,affordability,False,True,16,9
3466,2025-03-09,11106,Queens,neutral,affordability,False,False,12,3
3467,2025-03-09,10069,Manhattan,neutral,city_groceries,False,True,18,7
3468,2025-03-09,11416,Queens,neutral,economics,False,False,21,9
3469,2025-03-09,10005,Manhattan,positive,economics,False,False,18,5
3470,2025-03-09,10022,Manhattan,negative,food_deserts,False,True,22,9
